webportal
         588893 function calls (577349 primitive calls) in 0.671 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       55    0.000    0.000    0.000    0.000 posixpath.py:61(join)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pyhv.py:206(_MultiList)
        1    0.000    0.000    0.000    0.000 pyhv.py:214(Node)
        1    0.000    0.000    0.000    0.000 pyhv.py:25(<module>)
        1    0.000    0.000    0.000    0.000 pyhv.py:43(_HyperVolume)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:43(<module>)
        1    0.000    0.000    0.000    0.000 pytesttester.py:29(<module>)
        1    0.000    0.000    0.000    0.000 pytesttester.py:47(PytestTester)
       10    0.000    0.000    0.000    0.000 pytesttester.py:72(__init__)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:10(LifoQueue)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.001    0.001 random.py:100(seed)
        7    0.000    0.000    0.000    0.000 random.py:275(choice)
    37311    0.059    0.000    0.067    0.000 random.py:279(shuffle)
        1    0.001    0.001    0.004    0.004 random.py:40(<module>)
        1    0.000    0.000    0.000    0.000 random.py:657(WichmannHill)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 random.py:807(SystemRandom)
        1    0.000    0.000    0.001    0.001 random.py:91(__init__)
        4    0.000    0.000    0.000    0.000 re.py:148(sub)
        4    0.000    0.000    0.000    0.000 re.py:168(split)
       68    0.000    0.000    0.025    0.000 re.py:192(compile)
       76    0.001    0.000    0.026    0.000 re.py:230(_compile)
        1    0.000    0.000    0.000    0.000 records.py:217(record)
        1    0.000    0.000    0.000    0.000 records.py:304(recarray)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 records.py:85(format_parser)
        1    0.000    0.000    0.000    0.000 repeats.py:25(<module>)
        1    0.000    0.000    0.000    0.000 repeats.py:31(request_new_file)
        1    0.000    0.000    0.000    0.000 repr.py:1(<module>)
        2    0.000    0.000    0.000    0.000 repr.py:10(__init__)
        1    0.000    0.000    0.000    0.000 repr.py:8(Repr)
        2    0.000    0.000    0.007    0.003 request.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:10(RequestMethods)
        2    0.000    0.000    0.001    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:124(HTTPResponse)
        1    0.000    0.000    0.000    0.000 response.py:22(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 response.py:55(GzipDecoderState)
        1    0.000    0.000    0.000    0.000 response.py:62(GzipDecoder)
        1    0.000    0.000    0.000    0.000 response.py:93(MultiDecoder)
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.000    0.000    0.001    0.001 retry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 retry.py:159(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:28(Retry)
        1    0.000    0.000    0.000    0.000 rfc822.py:501(AddrlistClass)
        1    0.000    0.000    0.000    0.000 rfc822.py:71(<module>)
        1    0.000    0.000    0.000    0.000 rfc822.py:775(AddressList)
        1    0.000    0.000    0.000    0.000 rfc822.py:85(Message)
        1    0.000    0.000    0.001    0.001 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:33(SingleByteCharSetProber)
        1    0.001    0.001    0.001    0.001 sbcsgroupprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 sbcsgroupprober.py:43(SBCSGroupProber)
        1    0.001    0.001    0.002    0.002 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        1    0.000    0.000    0.000    0.000 selection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:340(Session)
        1    0.000    0.000    0.000    0.000 sessions.py:9(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:95(SessionRedirectMixin)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:45(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:48(SpecialFileError)
        1    0.001    0.001    0.001    0.001 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:52(ExecError)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.001    0.001    0.001    0.001 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
       43    0.000    0.000    0.000    0.000 six.py:105(__init__)
        3    0.000    0.000    0.008    0.003 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
       83    0.000    0.000    0.000    0.000 six.py:141(__init__)
        3    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
       50    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
      206    0.000    0.000    0.000    0.000 six.py:184(find_module)
        4    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        4    0.000    0.000    0.008    0.002 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:320(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:360(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:380(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:430(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:451(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 six.py:555(Iterator)
        1    0.000    0.000    0.000    0.000 six.py:60(X)
        1    0.000    0.000    0.000    0.000 six.py:62(__len__)
        1    0.000    0.000    0.000    0.000 six.py:689(exec_)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        6    0.000    0.000    0.008    0.001 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
      126    0.000    0.000    0.000    0.000 six.py:88(__init__)
        5    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.005    0.005 sjisprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 sjisprober.py:36(SJISProber)
        1    0.000    0.000    0.000    0.000 socket.py:171(_closedsocket)
        1    0.000    0.000    0.000    0.000 socket.py:183(_socketobject)
        1    0.000    0.000    0.000    0.000 socket.py:189(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:196(close)
        1    0.000    0.000    0.000    0.000 socket.py:227(meth)
        1    0.000    0.000    0.000    0.000 socket.py:239(_fileobject)
        1    0.002    0.002    0.002    0.002 socket.py:45(<module>)
        1    0.000    0.000    0.000    0.000 socks.py:23(<module>)
        1    0.000    0.000    0.524    0.524 spl_sway.py:108(get_sway_res)
        1    0.005    0.005    0.672    0.672 spl_sway.py:25(<module>)
    39697    0.013    0.000    0.019    0.000 spl_sway.py:41(count1)
        7    0.051    0.007    0.105    0.015 spl_sway.py:45(split_products)
    19845    0.002    0.000    0.002    0.000 spl_sway.py:60(<lambda>)
    19845    0.002    0.000    0.002    0.000 spl_sway.py:68(<lambda>)
     9912    0.002    0.000    0.002    0.000 spl_sway.py:73(<lambda>)
     9933    0.002    0.000    0.002    0.000 spl_sway.py:74(<lambda>)
        1    0.257    0.257    0.410    0.410 spl_sway.py:92(sat_gen_valid_pop)
      108    0.000    0.000    0.000    0.000 sre_compile.py:101(fixup)
      181    0.000    0.000    0.003    0.000 sre_compile.py:228(_compile_charset)
      181    0.001    0.000    0.002    0.000 sre_compile.py:256(_optimize_charset)
       26    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
        2    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      151    0.000    0.000    0.000    0.000 sre_compile.py:428(_simple)
       61    0.001    0.000    0.003    0.000 sre_compile.py:433(_compile_info)
      122    0.000    0.000    0.000    0.000 sre_compile.py:546(isstring)
       61    0.000    0.000    0.009    0.000 sre_compile.py:552(_code)
       61    0.001    0.000    0.025    0.000 sre_compile.py:567(compile)
   366/61    0.003    0.000    0.006    0.000 sre_compile.py:64(_compile)
      750    0.000    0.000    0.000    0.000 sre_parse.py:138(__len__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:140(__delitem__)
     1429    0.001    0.000    0.002    0.000 sre_parse.py:142(__getitem__)
      163    0.000    0.000    0.000    0.000 sre_parse.py:146(__setitem__)
      639    0.000    0.000    0.000    0.000 sre_parse.py:150(append)
  509/212    0.001    0.000    0.002    0.000 sre_parse.py:152(getwidth)
       62    0.000    0.000    0.000    0.000 sre_parse.py:190(__init__)
     3524    0.003    0.000    0.004    0.000 sre_parse.py:194(__next)
     1270    0.000    0.000    0.001    0.000 sre_parse.py:207(match)
     3110    0.001    0.000    0.004    0.000 sre_parse.py:213(get)
        9    0.000    0.000    0.000    0.000 sre_parse.py:217(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:219(seek)
      156    0.000    0.000    0.000    0.000 sre_parse.py:222(isident)
        2    0.000    0.000    0.000    0.000 sre_parse.py:225(isdigit)
       29    0.000    0.000    0.000    0.000 sre_parse.py:228(isname)
      117    0.000    0.000    0.000    0.000 sre_parse.py:237(_class_escape)
      148    0.000    0.000    0.000    0.000 sre_parse.py:278(_escape)
   172/62    0.001    0.000    0.014    0.000 sre_parse.py:336(_parse_sub)
   206/65    0.005    0.000    0.014    0.000 sre_parse.py:414(_parse)
       62    0.000    0.000    0.000    0.000 sre_parse.py:68(__init__)
    62/61    0.000    0.000    0.015    0.000 sre_parse.py:725(parse)
       84    0.000    0.000    0.000    0.000 sre_parse.py:75(opengroup)
       84    0.000    0.000    0.000    0.000 sre_parse.py:86(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:88(checkgroup)
      392    0.000    0.000    0.000    0.000 sre_parse.py:93(__init__)
        5    0.000    0.000    0.000    0.000 ssl.py:115(_import_symbols)
        1    0.000    0.000    0.000    0.000 ssl.py:130(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:200(CertificateError)
        1    0.000    0.000    0.000    0.000 ssl.py:316(_ASN1Object)
        2    0.000    0.000    0.000    0.000 ssl.py:321(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:337(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:345(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:511(_get_https_context_factory)
        1    0.000    0.000    0.000    0.000 ssl.py:530(SSLSocket)
        1    0.000    0.000    0.002    0.002 ssl.py:89(<module>)
        1    0.000    0.000    0.000    0.000 ssl_.py:1(<module>)
       53    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
       53    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
        1    0.000    0.000    0.000    0.000 status_codes.py:104(_init)
       68    0.000    0.000    0.000    0.000 status_codes.py:111(doc)
      189    0.000    0.000    0.000    0.000 status_codes.py:112(<genexpr>)
       69    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.001    0.001 status_codes.py:18(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 stringprep.py:6(<module>)
        1    0.001    0.001    0.001    0.001 structures.py:13(CaseInsensitiveDict)
        1    0.000    0.000    0.001    0.001 structures.py:8(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:87(LookupDict)
        1    0.000    0.000    0.000    0.000 structures.py:90(__init__)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:299(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.000    0.000    0.000    0.000 support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 support.py:154(Statistics)
        1    0.000    0.000    0.000    0.000 support.py:21(History)
        1    0.000    0.000    0.000    0.000 support.py:211(MultiStatistics)
        1    0.000    0.000    0.000    0.000 support.py:258(Logbook)
        1    0.000    0.000    0.000    0.000 support.py:484(HallOfFame)
        1    0.000    0.000    0.000    0.000 support.py:585(ParetoFront)
        1    0.000    0.000    0.000    0.000 sway_sampler.py:1(<module>)
        1    0.000    0.000    0.114    0.114 sway_sampler.py:46(sway)
      8/1    0.001    0.000    0.106    0.106 sway_sampler.py:47(cluster)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        1    0.001    0.001    0.006    0.006 tempfile.py:18(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:383(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:519(SpooledTemporaryFile)
        4    0.000    0.000    0.000    0.000 textwrap.py:374(dedent)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1052(_Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1082(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1084(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1091(_set_daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1122(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:114(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:125(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:132(__init__)
       11    0.000    0.000    0.000    0.000 threading.py:147(acquire)
       11    0.000    0.000    0.000    0.000 threading.py:187(release)
        2    0.000    0.000    0.000    0.000 threading.py:242(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:255(_Condition)
        2    0.000    0.000    0.000    0.000 threading.py:260(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:285(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:288(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:300(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:376(notify)
        1    0.000    0.000    0.000    0.000 threading.py:403(notifyAll)
        1    0.000    0.000    0.000    0.000 threading.py:426(_Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:518(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:545(Event)
        1    0.000    0.000    0.000    0.000 threading.py:555(_Event)
        1    0.000    0.000    0.000    0.000 threading.py:564(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:57(_Verbose)
        1    0.000    0.000    0.000    0.000 threading.py:579(set)
        5    0.000    0.000    0.000    0.000 threading.py:59(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:634(Thread)
       23    0.000    0.000    0.000    0.000 threading.py:64(_note)
        1    0.000    0.000    0.000    0.000 threading.py:650(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:783(_set_ident)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeout.py:18(Timeout)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.034    0.034 type_check.py:3(<module>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:14(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.001    0.001    0.010    0.010 universaldetector.py:36(<module>)
        1    0.000    0.000    0.001    0.001 universaldetector.py:51(UniversalDetector)
        1    0.000    0.000    0.001    0.001 url.py:1(<module>)
        1    0.000    0.000    0.000    0.000 url.py:14(Url)
        1    0.000    0.000    0.000    0.000 urllib.py:1004(addinfo)
        1    0.000    0.000    0.000    0.000 urllib.py:1014(addinfourl)
        1    0.000    0.000    0.000    0.000 urllib.py:114(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 urllib.py:120(URLopener)
      485    0.000    0.000    0.000    0.000 urllib.py:1216(<genexpr>)
        1    0.000    0.000    0.001    0.001 urllib.py:23(<module>)
        1    0.000    0.000    0.000    0.000 urllib.py:616(FancyURLopener)
        1    0.000    0.000    0.000    0.000 urllib.py:862(ftpwrapper)
        1    0.000    0.000    0.000    0.000 urllib.py:955(addbase)
        1    0.000    0.000    0.000    0.000 urllib.py:984(addclosehook)
        1    0.000    0.000    0.000    0.000 urllib2.py:1087(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1105(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1117(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1227(HTTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1235(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1247(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 urllib2.py:1265(UnknownHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1329(FileHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1381(FTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1441(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:164(URLError)
        1    0.000    0.000    0.000    0.000 urllib2.py:177(HTTPError)
        1    0.000    0.000    0.000    0.000 urllib2.py:224(Request)
        1    0.000    0.000    0.000    0.000 urllib2.py:336(OpenerDirector)
        1    0.000    0.000    0.000    0.000 urllib2.py:518(BaseHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:537(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 urllib2.py:554(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:558(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:735(ProxyHandler)
        1    0.000    0.000    0.001    0.001 urllib2.py:76(<module>)
        1    0.000    0.000    0.000    0.000 urllib2.py:780(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 urllib2.py:844(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.001    0.001 urllib2.py:854(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:904(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:915(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:944(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 urlparse.py:121(SplitResult)
        1    0.000    0.000    0.000    0.000 urlparse.py:129(ParseResult)
        1    0.000    0.000    0.002    0.002 urlparse.py:29(<module>)
      485    0.000    0.000    0.000    0.000 urlparse.py:332(<genexpr>)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
        1    0.000    0.000    0.000    0.000 utf8prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 utf8prober.py:35(UTF8Prober)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:1212(_Dummy)
        1    0.000    0.000    0.000    0.000 utils.py:1816(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:1858(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:1923(suppress_warnings)
        1    0.001    0.001    0.009    0.009 utils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:45(KnownFailureException)
        1    0.001    0.001    0.006    0.006 utils.py:5(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        3    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.001    0.001    0.022    0.022 utils.py:9(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:997(SafeEval)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 version.py:6(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:13(NoWayToWaitForSocketError)
        2    0.000    0.000    0.000    0.000 warnings.py:15(warnpy3k)
        1    0.000    0.000    0.000    0.000 warnings.py:25(_show_warning)
        3    0.000    0.000    0.000    0.000 warnings.py:343(__init__)
        3    0.000    0.000    0.000    0.000 warnings.py:364(__enter__)
        3    0.000    0.000    0.000    0.000 warnings.py:380(__exit__)
        1    0.000    0.000    0.000    0.000 warnings.py:40(formatwarning)
        5    0.000    0.000    0.001    0.000 warnings.py:67(filterwarnings)
        8    0.000    0.000    0.000    0.000 warnings.py:96(simplefilter)
        1    0.000    0.000    0.000    0.000 weakref.py:330(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:48(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1375(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:20(BadZipfile)
        1    0.000    0.000    0.000    0.000 zipfile.py:24(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:262(ZipInfo)
        1    0.000    0.000    0.002    0.002 zipfile.py:3(<module>)
        1    0.000    0.000    0.001    0.001 zipfile.py:420(_ZipDecrypter)
        1    0.001    0.001    0.001    0.001 zipfile.py:433(_GenerateCRCTable)
        1    0.000    0.000    0.001    0.001 zipfile.py:501(ZipExtFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:709(ZipFile)
      292    0.002    0.000    0.011    0.000 {__import__}
        1    0.000    0.000    0.000    0.000 {_codecs.lookup}
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
       38    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
       61    0.000    0.000    0.000    0.000 {_sre.compile}
      247    0.000    0.000    0.000    0.000 {_sre.getlower}
        2    0.000    0.000    0.000    0.000 {_ssl.txt2obj}
       23    0.000    0.000    0.000    0.000 {_struct.calcsize}
        2    0.000    0.000    0.000    0.000 {_struct.unpack}
        2    0.000    0.000    0.000    0.000 {_warnings.warn}
     8202    0.001    0.000    0.001    0.000 {abs}
       76    0.000    0.000    0.001    0.000 {all}
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
       33    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x7fccdb171da0}
     2280    0.000    0.000    0.000    0.000 {chr}
        5    0.000    0.000    0.000    0.000 {delattr}
        6    0.000    0.000    0.000    0.000 {dir}
        1    0.001    0.001    0.001    0.001 {function seed at 0x7fccc088f668}
    11602    0.002    0.000    0.002    0.000 {getattr}
      420    0.000    0.000    0.000    0.000 {globals}
        1    0.000    0.000    0.000    0.000 {gmpy2.mpc}
        1    0.000    0.000    0.000    0.000 {gmpy2.mpfr}
        1    0.000    0.000    0.000    0.000 {gmpy2.mpq}
    39698    0.003    0.000    0.003    0.000 {gmpy2.mpz}
    39697    0.003    0.000    0.003    0.000 {gmpy2.popcount}
        1    0.000    0.000    0.000    0.000 {gmpy2.xmpz}
       23    0.000    0.000    0.000    0.000 {hasattr}
      553    0.000    0.000    0.000    0.000 {id}
    12578    0.006    0.000    0.020    0.000 {isinstance}
   124/72    0.000    0.000    0.001    0.000 {issubclass}
58046/57845    0.004    0.000    0.005    0.000 {len}
        3    0.000    0.000    0.000    0.000 {locals}
      579    0.006    0.000    0.010    0.000 {map}
        1    0.000    0.000    0.000    0.000 {math.exp}
        2    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.000    0.000 {math.sqrt}
       48    0.000    0.000    0.000    0.000 {max}
       76    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'thread.lock' objects}
       31    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       30    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
       12    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
      205    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
    56029    0.005    0.000    0.005    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       30    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      138    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      163    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      469    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
      529    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
      906    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      110    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        9    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      704    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       76    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       95    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
    20022    0.005    0.000    0.005    0.000 {method 'iteritems' of 'dict' objects}
10269/10201    0.007    0.000    0.007    0.000 {method 'join' of 'str' objects}
       18    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       32    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       53    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
       37    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
    89641    0.006    0.000    0.006    0.000 {method 'random' of '_random.Random' objects}
        2    0.000    0.000    0.000    0.000 {method 'read' of 'file' objects}
