webportal
         588893 function calls (577349 primitive calls) in 0.671 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 core.py:2775(__new__)
        2    0.000    0.000    0.000    0.000 core.py:2905(_update_from)
        2    0.000    0.000    0.000    0.000 core.py:2931(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:3080(view)
        1    0.000    0.000    0.000    0.000 core.py:31(InvalidCodepointContext)
        4    0.000    0.000    0.000    0.000 core.py:3350(dtype)
        2    0.000    0.000    0.000    0.000 core.py:3366(shape)
        1    0.000    0.000    0.000    0.000 core.py:6060(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6256(MaskedConstant)
        4    0.000    0.000    0.000    0.000 core.py:6260(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:6266(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6284(__array_finalize__)
        2    0.000    0.000    0.000    0.000 core.py:6348(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:6440(_extrema_operation)
        2    0.000    0.000    0.000    0.000 core.py:6449(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6557(_frommethod)
       26    0.000    0.000    0.001    0.000 core.py:6568(__init__)
       26    0.000    0.000    0.001    0.000 core.py:6573(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:796(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:8048(_convert2ma)
        3    0.000    0.000    0.000    0.000 core.py:805(__init__)
        8    0.000    0.000    0.000    0.000 core.py:8061(__init__)
        8    0.000    0.000    0.000    0.000 core.py:8066(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:821(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:829(__init__)
        1    0.000    0.000    0.000    0.000 core.py:839(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:845(__init__)
        1    0.000    0.000    0.000    0.000 core.py:860(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:866(__init__)
        1    0.000    0.000    0.000    0.000 core.py:876(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:882(__init__)
        1    0.000    0.000    0.000    0.000 core.py:892(_MaskedUFunc)
       53    0.000    0.000    0.000    0.000 core.py:893(__init__)
        1    0.000    0.000    0.000    0.000 core.py:9(<module>)
        1    0.000    0.000    0.000    0.000 core.py:902(_MaskedUnaryOperation)
       27    0.000    0.000    0.000    0.000 core.py:920(__init__)
        1    0.000    0.000    0.000    0.000 core.py:95(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:976(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:996(__init__)
        1    0.000    0.000    0.000    0.000 cp949prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 cp949prober.py:34(CP949Prober)
20020/10010    0.026    0.000    0.060    0.000 creator.py:160(initType)
        1    0.000    0.000    0.065    0.065 creator.py:22(<module>)
        1    0.000    0.000    0.000    0.000 creator.py:51(_numpy_array)
        1    0.000    0.000    0.000    0.000 creator.py:76(_array)
        2    0.000    0.000    0.000    0.000 creator.py:96(create)
        1    0.000    0.000    0.000    0.000 crossover.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:323(_get_typecodes)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:332(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        1    0.001    0.001    0.006    0.006 decimal.py:116(<module>)
        1    0.000    0.000    0.000    0.000 decimal.py:160(DecimalException)
        1    0.000    0.000    0.000    0.000 decimal.py:183(Clamped)
        1    0.000    0.000    0.000    0.000 decimal.py:195(InvalidOperation)
        1    0.000    0.000    0.000    0.000 decimal.py:224(ConversionSyntax)
        1    0.000    0.000    0.000    0.000 decimal.py:234(DivisionByZero)
        1    0.000    0.000    0.000    0.000 decimal.py:250(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 decimal.py:261(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 decimal.py:272(Inexact)
        1    0.000    0.000    0.000    0.000 decimal.py:284(InvalidContext)
        1    0.000    0.000    0.000    0.000 decimal.py:298(Rounded)
        1    0.000    0.000    0.000    0.000 decimal.py:310(Subnormal)
        1    0.000    0.000    0.000    0.000 decimal.py:321(Overflow)
        1    0.000    0.000    0.000    0.000 decimal.py:359(Underflow)
        1    0.000    0.000    0.000    0.000 decimal.py:3748(_ContextManager)
        1    0.000    0.000    0.000    0.000 decimal.py:3763(Context)
        3    0.000    0.000    0.000    0.000 decimal.py:3782(__init__)
       27    0.000    0.000    0.000    0.000 decimal.py:3809(<genexpr>)
       27    0.000    0.000    0.000    0.000 decimal.py:3816(<genexpr>)
        1    0.000    0.000    0.000    0.000 decimal.py:505(Decimal)
        6    0.000    0.000    0.000    0.000 decimal.py:514(__new__)
        1    0.000    0.000    0.000    0.000 decimal.py:5438(_WorkRep)
        1    0.000    0.000    0.000    0.000 decimal.py:5692(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 decimal.py:5696(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:17(_floatconstants)
        1    0.000    0.000    0.003    0.003 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:272(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:302(__init__)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:99(skipif)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.001    0.001 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:70(matrix)
        1    0.000    0.000    0.000    0.000 difflib.py:1670(HtmlDiff)
        1    0.000    0.000    0.002    0.002 difflib.py:27(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:764(Differ)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 emo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:101(__init__)
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:70(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 enums.py:17(LanguageFilter)
        1    0.000    0.000    0.000    0.000 enums.py:32(ProbingState)
        1    0.000    0.000    0.000    0.000 enums.py:41(MachineState)
        1    0.000    0.000    0.000    0.000 enums.py:5(<module>)
        1    0.000    0.000    0.000    0.000 enums.py:50(SequenceLikelihood)
        1    0.000    0.000    0.000    0.000 enums.py:65(CharacterCategory)
        1    0.000    0.000    0.000    0.000 enums.py:8(InputState)
        1    0.001    0.001    0.001    0.001 escprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 escprober.py:35(EscCharSetProber)
        1    0.000    0.000    0.000    0.000 escsm.py:28(<module>)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:36(EUCJPProber)
        1    0.000    0.000    0.000    0.000 euckrfreq.py:41(<module>)
        1    0.000    0.000    0.000    0.000 euckrprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 euckrprober.py:34(EUCKRProber)
        1    0.000    0.000    0.000    0.000 euctwfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 euctwprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 euctwprober.py:33(EUCTWProber)
        1    0.001    0.001    0.011    0.011 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:100(StreamConsumedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:104(RetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:108(ReadTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:108(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:114(RequestsWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:115(ConnectTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:119(FileModeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(RequestException)
        1    0.000    0.000    0.000    0.000 exceptions.py:120(NewConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:124(RequestsDependencyWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:125(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(HTTPWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:130(ClosedPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:135(LocationValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:140(LocationParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:150(ResponseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:156(SecurityWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:161(SubjectAltNameWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:166(InsecureRequestWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:171(SystemTimeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:176(InsecurePlatformWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:18(PoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:181(SNIMissingWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:186(DependencyWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:194(ResponseNotChunked)
        1    0.000    0.000    0.000    0.000 exceptions.py:199(BodyNotHttplibCompatible)
        1    0.000    0.000    0.000    0.000 exceptions.py:207(IncompleteRead)
        1    0.000    0.000    0.000    0.000 exceptions.py:223(InvalidHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:228(ProxySchemeUnknown)
        1    0.000    0.000    0.000    0.000 exceptions.py:237(HeaderParsingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:244(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:28(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(RequestError)
        1    0.000    0.000    0.000    0.000 exceptions.py:32(ConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:36(ProxyError)
        2    0.000    0.000    0.000    0.000 exceptions.py:40(SSLError)
        1    0.000    0.000    0.000    0.000 exceptions.py:44(Timeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:45(ProxyError)
        1    0.000    0.000    0.000    0.000 exceptions.py:50(DecodeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:55(ProtocolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:60(ReadTimeout)
        1    0.000    0.000    0.000    0.000 exceptions.py:64(URLRequired)
        1    0.000    0.000    0.000    0.000 exceptions.py:66(MaxRetryError)
        1    0.000    0.000    0.000    0.000 exceptions.py:68(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 exceptions.py:72(MissingSchema)
        1    0.000    0.000    0.000    0.000 exceptions.py:76(InvalidSchema)
        1    0.001    0.001    0.001    0.001 exceptions.py:8(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(HTTPError)
        1    0.000    0.000    0.000    0.000 exceptions.py:80(InvalidURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:84(InvalidHeader)
        1    0.000    0.000    0.000    0.000 exceptions.py:85(HostChangedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:88(InvalidProxyURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:92(ChunkedEncodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:94(TimeoutStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:96(ContentDecodingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:99(TimeoutError)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1443(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1473(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1489(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:218(_fromnxfunction)
       10    0.000    0.000    0.000    0.000 extras.py:238(__init__)
       10    0.000    0.000    0.000    0.000 extras.py:242(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:273(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:291(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:304(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:329(_fromnxfunction_allargs)
        1    0.001    0.001    0.001    0.001 fftpack.py:32(<module>)
        1    0.000    0.000    0.006    0.006 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:50(RequestField)
        1    0.000    0.000    0.006    0.006 filepost.py:1(<module>)
        1    0.001    0.001    0.007    0.007 financial.py:12(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 format.py:156(<module>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3(<module>)
        2    0.000    0.000    0.001    0.000 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:1760(vectorize)
      282    0.001    0.000    0.002    0.000 function_base.py:3895(add_newdoc)
       17    0.000    0.000    0.000    0.000 functools.py:17(update_wrapper)
       17    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        1    0.000    0.000    0.000    0.000 gb2312freq.py:42(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:33(GB2312Prober)
       53    0.000    0.000    0.000    0.000 genericpath.py:34(isfile)
       30    0.000    0.000    0.000    0.000 getlimits.py:26(_fr1)
        1    0.000    0.000    0.001    0.001 getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:305(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:455(iinfo)
        5    0.000    0.000    0.000    0.000 getlimits.py:507(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:532(max)
        1    0.000    0.000    0.000    0.000 getlimits.py:62(MachArLike)
        6    0.000    0.000    0.000    0.000 getlimits.py:65(__init__)
       36    0.000    0.000    0.000    0.000 getlimits.py:69(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:70(<lambda>)
        6    0.000    0.000    0.000    0.000 hashlib.py:100(__get_openssl_constructor)
        1    0.003    0.003    0.003    0.003 hashlib.py:56(<module>)
        1    0.000    0.000    0.000    0.000 heapq.py:31(<module>)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:128(HebrewProber)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:224(_FFTCache)
        2    0.000    0.000    0.000    0.000 helper.py:245(__init__)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1814(Hermite)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1811(HermiteE)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
        1    0.000    0.000    0.000    0.000 hmac.py:23(HMAC)
        1    0.000    0.000    0.000    0.000 hmac.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hooks.py:13(<module>)
        1    0.000    0.000    0.000    0.000 httplib.py:1138(HTTP)
        1    0.000    0.000    0.000    0.000 httplib.py:1234(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 httplib.py:1267(HTTPS)
        1    0.000    0.000    0.000    0.000 httplib.py:1301(HTTPException)
        1    0.000    0.000    0.000    0.000 httplib.py:1306(NotConnected)
        1    0.000    0.000    0.000    0.000 httplib.py:1309(InvalidURL)
        1    0.000    0.000    0.000    0.000 httplib.py:1312(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 httplib.py:1317(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 httplib.py:1320(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 httplib.py:1323(IncompleteRead)
        1    0.000    0.000    0.000    0.000 httplib.py:1337(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 httplib.py:1340(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 httplib.py:1343(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 httplib.py:1346(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 httplib.py:1349(BadStatusLine)
        1    0.000    0.000    0.000    0.000 httplib.py:1356(LineTooLong)
        1    0.000    0.000    0.000    0.000 httplib.py:1364(LineAndFileWrapper)
        1    0.000    0.000    0.000    0.000 httplib.py:255(HTTPMessage)
        1    0.000    0.000    0.000    0.000 httplib.py:354(HTTPResponse)
        1    0.002    0.002    0.008    0.008 httplib.py:67(<module>)
        1    0.000    0.000    0.000    0.000 httplib.py:710(HTTPConnection)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
        1    0.000    0.000    0.000    0.000 idna.py:197(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:231(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:271(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:274(StreamReader)
        1    0.000    0.000    0.000    0.000 idna.py:3(<module>)
        1    0.000    0.000    0.000    0.000 idnadata.py:3(<module>)
        1    0.001    0.001    0.003    0.003 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:159(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:231(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:241(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:351(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:446(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:451(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:476(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:481(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:531(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:609(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:653(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:98(nd_grid)
        1    0.000    0.000    0.001    0.001 indicator.py:17(<module>)
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
        1    0.000    0.000    0.000    0.000 init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 intranges.py:6(<module>)
        1    0.000    0.000    0.001    0.001 io.py:34(<module>)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 io.py:73(RawIOBase)
        1    0.000    0.000    0.000    0.000 io.py:76(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 io.py:79(TextIOBase)
        1    0.000    0.000    0.000    0.000 jisfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 jpcntx.py:116(JapaneseContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:183(SJISContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:212(EUCJPContextAnalysis)
        1    0.001    0.001    0.001    0.001 jpcntx.py:31(<module>)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1764(Laguerre)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 langbulgarianmodel.py:38(<module>)
        1    0.000    0.000    0.000    0.000 langcyrillicmodel.py:31(<module>)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:35(<module>)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:38(<module>)
        1    0.000    0.000    0.000    0.000 langthaimodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 langturkishmodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:96(Latin1Prober)
        1    0.000    0.000    0.000    0.000 legendre.py:1794(Legendre)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.001    0.001    0.001    0.001 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:44(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
        1    0.000    0.000    0.000    0.000 linecache.py:13(getline)
        1    0.000    0.000    0.000    0.000 linecache.py:33(getlines)
        1    0.000    0.000    0.000    0.000 linecache.py:72(updatecache)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.001    0.001 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:34(MultiByteCharSetProber)
        1    0.000    0.000    0.006    0.006 mbcsgroupprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mbcsgroupprober.py:41(MBCSGroupProber)
        1    0.000    0.000    0.000    0.000 mbcssm.py:28(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 migration.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetools.py:20(Message)
        1    0.000    0.000    0.000    0.000 mimetypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:378(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:56(MimeTypes)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 models.py:174(RequestHooksMixin)
        1    0.000    0.000    0.000    0.000 models.py:198(Request)
        1    0.000    0.000    0.000    0.000 models.py:272(PreparedRequest)
        1    0.000    0.000    0.000    0.000 models.py:586(Response)
        1    0.000    0.000    0.000    0.000 models.py:60(RequestEncodingMixin)
        1    0.001    0.001    0.002    0.002 models.py:8(<module>)
        1    0.000    0.000    0.000    0.000 mutation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:22(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:115(NoseTester)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.001    0.001    0.001    0.001 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        1    0.002    0.002    0.003    0.003 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:156(ones)
        6    0.000    0.000    0.000    0.000 numeric.py:2491(seterr)
        6    0.000    0.000    0.000    0.000 numeric.py:2592(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2817(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2824(errstate)
        3    0.000    0.000    0.000    0.000 numeric.py:2887(__init__)
        3    0.000    0.000    0.000    0.000 numeric.py:2891(__enter__)
        3    0.000    0.000    0.000    0.000 numeric.py:2896(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:2902(_setdef)
        4    0.000    0.000    0.000    0.000 numeric.py:2916(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:83(ComplexWarning)
       62    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
       21    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:229(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:285(_add_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:299(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:340(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:369(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:418(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:432(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_set_array_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:750(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:766(_construct_lookups)
        1    0.001    0.001    0.002    0.002 numerictypes.py:81(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:942(_register_types)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
        2    0.000    0.000    0.000    0.000 os.py:472(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:496(__delitem__)
        1    0.000    0.000    0.000    0.000 package_data.py:1(<module>)
        1    0.000    0.000    0.002    0.002 packages.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pdb.py:18(Restart)
        1    0.000    0.000    0.001    0.001 pdb.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pdb.py:59(Pdb)
        1    0.000    0.000    0.000    0.000 polynomial.py:1606(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.000    0.000    0.000    0.000 polynomial.py:4(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:56(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:934(poly1d)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.003    0.003 poolmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:122(PoolManager)
        1    0.000    0.000    0.000    0.000 poolmanager.py:362(ProxyManager)
        4    0.000    0.000    0.000    0.000 posixpath.py:120(dirname)
        2    0.000    0.000    0.000    0.000 posixpath.py:329(normpath)
        2    0.000    0.000    0.000    0.000 posixpath.py:358(abspath)
        1    0.000    0.000    0.000    0.000 posixpath.py:44(normcase)
        2    0.000    0.000    0.000    0.000 posixpath.py:52(isabs)
